hour,day_of_week,is_school_day,is_arrival_time,is_dismissal_time,weather_condition,precipitation,visibility_level,road_id,start_node,end_node,num_lanes,speed_limit,distance_km,is_intersection,neighborhood_id,neighborhood_population,working_population_pct,students_population,distance_to_school_m,crosswalk_present,crossing_guard_present,traffic_volume,average_speed,congestion_level,accident_risk
4,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N6,4628,0.63,1118,1213,0,0,22,19.5,LOW,LOW
4,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N4,3244,0.47,638,1793,1,0,22,19.5,LOW,LOW
4,1,1,0,0,rain,1,low,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,1503,1,0,21,34.8,LOW,LOW
4,1,1,0,0,rain,1,low,R0,N4,N0,1,40,1.22,0,N5,7139,0.6,974,1194,0,0,37,30.8,LOW,LOW
4,1,1,0,0,rain,1,low,R1,N3,N5,1,25,1.33,1,N1,5253,0.51,542,126,0,0,29,17.8,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R1,N3,N5,1,25,1.33,1,N0,8238,0.48,1159,863,1,0,28,18.0,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R2,N5,N4,1,40,1.75,1,N0,8238,0.48,1159,796,1,0,39,30.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R2,N5,N4,1,40,1.75,1,N6,4628,0.63,1118,546,0,0,24,34.0,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R3,N1,SCHOOL,2,35,1.86,0,N6,4628,0.63,1118,1803,0,0,23,29.2,LOW,LOW
4,1,1,0,0,rain,1,low,R3,N1,SCHOOL,2,35,1.86,0,N2,3839,0.62,958,954,0,0,22,29.5,LOW,LOW
4,1,1,0,0,rain,1,low,R4,N0,N3,2,25,2.61,0,N6,4628,0.63,1118,338,0,0,33,16.8,LOW,LOW
4,1,1,0,0,rain,1,low,R4,N0,N3,2,25,2.61,0,N2,3839,0.62,958,1082,0,0,20,20.0,LOW,LOW
4,1,1,0,0,rain,1,low,R5,N6,N4,2,35,0.74,1,N3,3712,0.6,432,1515,1,0,27,28.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R5,N6,N4,2,35,0.74,1,N3,3712,0.6,432,1773,0,0,27,28.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R6,N3,N4,3,25,1.94,0,N1,5253,0.51,542,452,1,0,32,17.0,LOW,LOW
4,1,1,0,0,rain,1,low,R6,N3,N4,3,25,1.94,0,N3,3712,0.6,432,1624,0,0,25,18.8,LOW,LOW
4,1,1,0,0,rain,1,low,R7,N3,N2,2,40,1.03,0,N6,4628,0.63,1118,363,0,0,22,34.5,LOW,LOW
4,1,1,0,0,rain,1,low,R7,N3,N2,2,40,1.03,0,N5,7139,0.6,974,729,0,0,30,32.5,LOW,LOW
4,1,1,0,0,rain,1,low,R8,N5,N0,1,25,2.47,1,N4,3244,0.47,638,366,0,0,16,21.0,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R8,N5,N0,1,25,2.47,1,N7,7464,0.55,859,1514,1,0,27,18.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R9,N4,N1,1,35,0.87,1,N1,5253,0.51,542,138,0,0,21,29.8,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R9,N4,N1,1,35,0.87,1,N6,4628,0.63,1118,187,1,0,34,26.5,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R10,N6,N7,1,35,0.68,1,N0,8238,0.48,1159,167,0,0,30,27.5,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R10,N6,N7,1,35,0.68,1,N3,3712,0.6,432,343,1,0,17,30.8,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R11,N6,N6,2,30,2.99,0,N6,4628,0.63,1118,235,0,0,27,23.2,LOW,LOW
4,1,1,0,0,rain,1,low,R11,N6,N6,2,30,2.99,0,N4,3244,0.47,638,1645,0,0,21,24.8,LOW,LOW
4,1,1,0,0,rain,1,low,R12,N7,N1,1,25,0.71,0,N3,3712,0.6,432,1984,0,0,19,20.2,LOW,LOW
4,1,1,0,0,rain,1,low,R12,N7,N1,1,25,0.71,0,N7,7464,0.55,859,478,0,0,31,17.2,LOW,LOW
4,1,1,0,0,rain,1,low,R13,N6,N1,2,40,1.91,1,N2,3839,0.62,958,285,0,0,27,33.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R13,N6,N1,2,40,1.91,1,N0,8238,0.48,1159,1287,1,0,28,33.0,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R14,N4,SCHOOL,1,25,2.14,1,N3,3712,0.6,432,428,1,0,27,18.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,302,0,0,26,18.5,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R15,N5,N1,2,40,0.73,0,N1,5253,0.51,542,1565,0,0,18,35.5,LOW,LOW
4,1,1,0,0,rain,1,low,R15,N5,N1,2,40,0.73,0,N1,5253,0.51,542,451,1,0,24,34.0,LOW,LOW
4,1,1,0,0,rain,1,low,R16,N4,SCHOOL,1,25,2.65,1,N7,7464,0.55,859,1992,0,0,25,18.8,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R16,N4,SCHOOL,1,25,2.65,1,N3,3712,0.6,432,850,1,0,22,19.5,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R17,N3,N2,2,30,1.76,0,N2,3839,0.62,958,1479,1,0,21,24.8,LOW,LOW
4,1,1,0,0,rain,1,low,R17,N3,N2,2,30,1.76,0,N5,7139,0.6,974,1809,0,0,29,22.8,LOW,LOW
4,1,1,0,0,rain,1,low,R18,N5,N7,1,25,2.81,1,N2,3839,0.62,958,968,1,0,27,18.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R18,N5,N7,1,25,2.81,1,N6,4628,0.63,1118,934,0,0,25,18.8,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R19,N3,N0,1,25,0.53,1,N0,8238,0.48,1159,353,1,0,27,18.2,LOW,MEDIUM
4,1,1,0,0,rain,1,low,R19,N3,N0,1,25,0.53,1,N1,5253,0.51,542,1164,0,0,32,17.0,LOW,MEDIUM
5,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N1,5253,0.51,542,1241,1,0,29,32.8,LOW,LOW
5,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N3,3712,0.6,432,771,0,0,17,35.8,LOW,LOW
5,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N0,8238,0.48,1159,888,0,0,39,15.2,LOW,LOW
5,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N0,8238,0.48,1159,1329,1,0,33,16.8,LOW,LOW
5,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N1,5253,0.51,542,562,1,0,27,33.2,LOW,LOW
5,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N5,7139,0.6,974,1851,1,0,39,30.2,LOW,LOW
5,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N1,5253,0.51,542,1854,0,0,31,27.2,LOW,LOW
5,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N3,3712,0.6,432,1490,1,0,18,30.5,LOW,LOW
5,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N4,3244,0.47,638,126,0,0,23,19.2,LOW,LOW
5,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N5,7139,0.6,974,911,0,0,41,14.8,MEDIUM,LOW
5,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N6,4628,0.63,1118,344,0,0,33,26.8,LOW,LOW
5,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N2,3839,0.62,958,920,1,0,20,30.0,LOW,LOW
5,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N2,3839,0.62,958,232,0,0,19,20.2,LOW,LOW
5,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N5,7139,0.6,974,793,0,0,37,15.8,LOW,LOW
5,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N2,3839,0.62,958,351,1,0,22,34.5,LOW,LOW
5,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N7,7464,0.55,859,1585,1,0,32,32.0,LOW,LOW
5,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N7,7464,0.55,859,1666,1,0,40,15.0,MEDIUM,MEDIUM
5,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N6,4628,0.63,1118,829,1,0,27,18.2,LOW,LOW
5,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N6,4628,0.63,1118,1092,1,0,34,26.5,LOW,LOW
5,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N0,8238,0.48,1159,1672,0,0,32,27.0,LOW,LOW
5,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N4,3244,0.47,638,350,0,0,26,28.5,LOW,LOW
5,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N5,7139,0.6,974,1118,1,0,34,26.5,LOW,LOW
5,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N1,5253,0.51,542,160,0,0,25,23.8,LOW,LOW
5,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N4,3244,0.47,638,1800,0,0,15,26.2,LOW,LOW
5,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N2,3839,0.62,958,1488,1,0,18,20.5,LOW,LOW
5,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N4,3244,0.47,638,883,0,0,12,22.0,LOW,LOW
5,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N7,7464,0.55,859,720,0,0,35,31.2,LOW,LOW
5,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N7,7464,0.55,859,1453,0,0,28,33.0,LOW,LOW
5,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N2,3839,0.62,958,513,1,0,31,17.2,LOW,LOW
5,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,1104,1,0,28,18.0,LOW,LOW
5,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N3,3712,0.6,432,1757,1,0,24,34.0,LOW,LOW
5,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N5,7139,0.6,974,981,0,0,26,33.5,LOW,LOW
5,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,1021,1,0,22,19.5,LOW,LOW
5,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N4,3244,0.47,638,1006,1,0,22,19.5,LOW,LOW
5,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N7,7464,0.55,859,167,0,0,39,20.2,LOW,LOW
5,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N2,3839,0.62,958,1911,1,0,21,24.8,LOW,LOW
5,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N5,7139,0.6,974,982,1,0,31,17.2,LOW,LOW
5,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N7,7464,0.55,859,1565,1,0,29,17.8,LOW,LOW
5,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N6,4628,0.63,1118,1664,1,0,31,17.2,LOW,LOW
5,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N4,3244,0.47,638,1451,1,0,15,21.2,LOW,LOW
5,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,1251,1,0,27,33.2,LOW,LOW
5,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N7,7464,0.55,859,901,0,0,30,32.5,LOW,LOW
5,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N7,7464,0.55,859,1310,1,0,33,16.8,LOW,LOW
5,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N4,3244,0.47,638,1669,1,0,24,19.0,LOW,LOW
5,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N1,5253,0.51,542,225,1,0,27,33.2,LOW,LOW
5,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N5,7139,0.6,974,362,0,0,26,33.5,LOW,LOW
5,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N2,3839,0.62,958,1757,1,0,27,28.2,LOW,LOW
5,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N5,7139,0.6,974,879,1,0,26,28.5,LOW,LOW
5,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N7,7464,0.55,859,806,1,0,28,18.0,LOW,LOW
5,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N0,8238,0.48,1159,819,1,0,35,16.2,LOW,LOW
5,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N6,4628,0.63,1118,607,0,0,20,30.0,LOW,LOW
5,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N7,7464,0.55,859,1313,1,0,32,27.0,LOW,LOW
5,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N0,8238,0.48,1159,1879,0,0,26,18.5,LOW,LOW
5,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N7,7464,0.55,859,791,0,0,34,16.5,LOW,LOW
5,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N3,3712,0.6,432,1202,0,0,21,34.8,LOW,LOW
5,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N3,3712,0.6,432,1043,0,0,26,33.5,LOW,LOW
5,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N0,8238,0.48,1159,646,1,0,37,15.8,LOW,LOW
5,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N7,7464,0.55,859,1304,1,0,25,18.8,LOW,LOW
5,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N3,3712,0.6,432,873,1,0,16,31.0,LOW,LOW
5,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N2,3839,0.62,958,1272,1,0,28,28.0,LOW,LOW
5,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N2,3839,0.62,958,304,1,0,19,30.2,LOW,LOW
5,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N2,3839,0.62,958,1117,1,0,22,29.5,LOW,LOW
5,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N3,3712,0.6,432,1359,0,0,26,23.5,LOW,LOW
5,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N4,3244,0.47,638,992,1,0,21,24.8,LOW,LOW
5,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N0,8238,0.48,1159,1401,1,0,30,17.5,LOW,LOW
5,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N0,8238,0.48,1159,688,0,0,26,18.5,LOW,LOW
5,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N0,8238,0.48,1159,708,0,0,32,32.0,LOW,LOW
5,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N7,7464,0.55,859,1379,0,0,37,30.8,LOW,LOW
5,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,1312,0,0,21,19.8,LOW,LOW
5,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N5,7139,0.6,974,237,1,0,36,16.0,LOW,LOW
5,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N2,3839,0.62,958,529,1,0,31,32.2,LOW,LOW
5,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N4,3244,0.47,638,1434,0,0,23,34.2,LOW,LOW
5,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N0,8238,0.48,1159,986,1,0,33,16.8,LOW,LOW
5,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N1,5253,0.51,542,948,0,0,28,18.0,LOW,LOW
5,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N2,3839,0.62,958,1379,1,0,28,23.0,LOW,LOW
5,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N6,4628,0.63,1118,1904,0,0,33,21.8,LOW,LOW
5,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N5,7139,0.6,974,1281,0,0,26,18.5,LOW,LOW
5,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N2,3839,0.62,958,1453,0,0,31,17.2,LOW,LOW
5,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N3,3712,0.6,432,1406,1,0,30,17.5,LOW,LOW
5,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N0,8238,0.48,1159,1169,0,0,37,15.8,LOW,LOW
6,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,592,0,0,34,31.5,LOW,LOW
6,1,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,1828,1,0,24,34.0,LOW,LOW
6,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N1,5253,0.51,542,752,1,0,44,14.0,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N4,3244,0.47,638,1832,0,0,22,19.5,LOW,LOW
6,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N5,7139,0.6,974,1786,1,0,60,25.0,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N5,7139,0.6,974,625,0,0,56,26.0,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N4,3244,0.47,638,588,1,0,27,28.2,LOW,LOW
6,1,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N3,3712,0.6,432,493,0,0,30,27.5,LOW,LOW
6,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N4,3244,0.47,638,1732,0,0,20,20.0,LOW,LOW
6,1,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N4,3244,0.47,638,1094,1,0,29,17.8,LOW,LOW
6,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N6,4628,0.63,1118,1424,1,0,47,23.2,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N7,7464,0.55,859,426,0,0,47,23.2,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N5,7139,0.6,974,159,0,0,55,11.2,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N7,7464,0.55,859,1448,1,0,54,11.5,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N6,4628,0.63,1118,1579,0,0,39,30.2,LOW,LOW
6,1,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N2,3839,0.62,958,213,0,0,43,29.2,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N1,5253,0.51,542,1332,1,0,33,16.8,LOW,LOW
6,1,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N6,4628,0.63,1118,1944,0,0,43,14.2,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N4,3244,0.47,638,1475,1,0,33,26.8,LOW,LOW
6,1,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N4,3244,0.47,638,1819,1,0,22,29.5,LOW,LOW
6,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N3,3712,0.6,432,329,0,0,31,27.2,LOW,LOW
6,1,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N0,8238,0.48,1159,1116,1,0,47,23.2,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N1,5253,0.51,542,1328,0,0,33,21.8,LOW,LOW
6,1,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N2,3839,0.62,958,774,1,0,31,22.2,LOW,LOW
6,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N4,3244,0.47,638,966,0,0,32,17.0,LOW,LOW
6,1,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N1,5253,0.51,542,318,0,0,37,15.8,LOW,LOW
6,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N0,8238,0.48,1159,662,0,0,49,27.8,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N6,4628,0.63,1118,620,1,0,48,28.0,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N1,5253,0.51,542,1192,1,0,32,17.0,LOW,LOW
6,1,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N3,3712,0.6,432,748,0,0,38,15.5,LOW,LOW
6,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N2,3839,0.62,958,1498,1,0,41,29.8,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N5,7139,0.6,974,1901,1,0,54,26.5,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N3,3712,0.6,432,1073,1,0,31,17.2,LOW,LOW
6,1,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,143,1,0,45,13.8,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N4,3244,0.47,638,1514,0,0,21,24.8,LOW,LOW
6,1,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N5,7139,0.6,974,1231,1,0,54,16.5,MEDIUM,LOW
6,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N0,8238,0.48,1159,1408,1,0,56,11.0,MEDIUM,MEDIUM
6,1,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N4,3244,0.47,638,1195,0,0,31,17.2,LOW,LOW
6,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N2,3839,0.62,958,895,1,0,35,16.2,LOW,LOW
6,1,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N2,3839,0.62,958,1999,1,0,28,18.0,LOW,LOW
6,1,1,0,0,fog,0,low,R0,N4,N0,1,40,1.22,0,N1,5253,0.51,542,284,1,0,39,30.2,LOW,LOW
6,1,1,0,0,fog,0,low,R0,N4,N0,1,40,1.22,0,N7,7464,0.55,859,530,1,0,53,26.8,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R1,N3,N5,1,25,1.33,1,N5,7139,0.6,974,1393,1,0,52,12.0,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R1,N3,N5,1,25,1.33,1,N4,3244,0.47,638,1716,1,0,30,17.5,LOW,LOW
6,1,1,0,0,fog,0,low,R2,N5,N4,1,40,1.75,1,N3,3712,0.6,432,1874,1,0,28,33.0,LOW,LOW
6,1,1,0,0,fog,0,low,R2,N5,N4,1,40,1.75,1,N7,7464,0.55,859,1064,1,0,48,28.0,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R3,N1,SCHOOL,2,35,1.86,0,N3,3712,0.6,432,1569,1,0,40,25.0,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R3,N1,SCHOOL,2,35,1.86,0,N6,4628,0.63,1118,1788,0,0,47,23.2,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R4,N0,N3,2,25,2.61,0,N3,3712,0.6,432,1136,1,0,32,17.0,LOW,LOW
6,1,1,0,0,fog,0,low,R4,N0,N3,2,25,2.61,0,N3,3712,0.6,432,961,1,0,29,17.8,LOW,LOW
6,1,1,0,0,fog,0,low,R5,N6,N4,2,35,0.74,1,N1,5253,0.51,542,1523,1,0,41,24.8,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R5,N6,N4,2,35,0.74,1,N2,3839,0.62,958,1413,0,0,28,28.0,LOW,LOW
6,1,1,0,0,fog,0,low,R6,N3,N4,3,25,1.94,0,N6,4628,0.63,1118,1720,1,0,39,15.2,LOW,LOW
6,1,1,0,0,fog,0,low,R6,N3,N4,3,25,1.94,0,N5,7139,0.6,974,920,0,0,51,12.2,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R7,N3,N2,2,40,1.03,0,N6,4628,0.63,1118,742,1,0,40,30.0,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R7,N3,N2,2,40,1.03,0,N7,7464,0.55,859,423,0,0,48,28.0,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R8,N5,N0,1,25,2.47,1,N5,7139,0.6,974,1834,0,0,54,11.5,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R8,N5,N0,1,25,2.47,1,N2,3839,0.62,958,1024,1,0,41,14.8,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R9,N4,N1,1,35,0.87,1,N4,3244,0.47,638,633,0,0,35,26.2,LOW,LOW
6,1,1,0,0,fog,0,low,R9,N4,N1,1,35,0.87,1,N0,8238,0.48,1159,1737,1,0,49,22.8,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R10,N6,N7,1,35,0.68,1,N2,3839,0.62,958,272,0,0,37,25.8,LOW,LOW
6,1,1,0,0,fog,0,low,R10,N6,N7,1,35,0.68,1,N2,3839,0.62,958,472,1,0,41,24.8,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R11,N6,N6,2,30,2.99,0,N5,7139,0.6,974,1809,1,0,59,15.2,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R11,N6,N6,2,30,2.99,0,N6,4628,0.63,1118,147,0,0,41,19.8,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R12,N7,N1,1,25,0.71,0,N0,8238,0.48,1159,1047,0,0,51,12.2,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R12,N7,N1,1,25,0.71,0,N3,3712,0.6,432,1536,1,0,33,16.8,LOW,LOW
6,1,1,0,0,fog,0,low,R13,N6,N1,2,40,1.91,1,N2,3839,0.62,958,921,0,0,33,31.8,LOW,LOW
6,1,1,0,0,fog,0,low,R13,N6,N1,2,40,1.91,1,N4,3244,0.47,638,405,1,0,33,31.8,LOW,LOW
6,1,1,0,0,fog,0,low,R14,N4,SCHOOL,1,25,2.14,1,N5,7139,0.6,974,448,1,0,49,12.8,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R14,N4,SCHOOL,1,25,2.14,1,N5,7139,0.6,974,1571,0,0,50,12.5,MEDIUM,MEDIUM
6,1,1,0,0,fog,0,low,R15,N5,N1,2,40,0.73,0,N6,4628,0.63,1118,1794,1,0,47,28.2,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R15,N5,N1,2,40,0.73,0,N1,5253,0.51,542,559,0,0,46,28.5,MEDIUM,LOW
6,1,1,0,0,fog,0,low,R16,N4,SCHOOL,1,25,2.65,1,N3,3712,0.6,432,1865,0,0,33,16.8,LOW,LOW
